REQUEST_ID,STAFF_ID
REQ077055,STA001
REQ077056,STA018
REQ077057,STA020
REQ077058,STA009
REQ077059,STA020
REQ077060,STA008
REQ077061,STA003
REQ077062,STA016
REQ077063,STA003
REQ077064,STA014
REQ077065,STA003
REQ077066,STA011
REQ077067,STA013
REQ077068,STA012
REQ077069,STA002
REQ077070,STA018
REQ077071,STA020
REQ077072,STA007
REQ077073,STA007
REQ077074,STA009
REQ077075,STA012
REQ077076,STA004
REQ077077,STA011
REQ077078,STA002
REQ077079,STA008
REQ077080,STA003
REQ077081,STA020
REQ077082,STA018
REQ077083,STA007
REQ077084,STA002
REQ077085,STA003
REQ077086,STA017
REQ077087,STA006
REQ077088,STA018
REQ077089,STA004
REQ077090,STA017
REQ077091,STA016
REQ077092,STA006
REQ077093,STA018
REQ077094,STA002
REQ077095,STA001
REQ077096,STA016
REQ077097,STA008
REQ077098,STA008
REQ077099,STA008
REQ077100,STA018
REQ077101,STA007
REQ077102,STA012
REQ077103,STA003
REQ077104,STA006
REQ077105,STA019
REQ077106,STA014
REQ077107,STA012
REQ077108,STA015
REQ077109,STA016
REQ077110,STA018
REQ077111,STA008
REQ077112,STA010
REQ077113,STA006
REQ077114,STA019
REQ077115,STA005
REQ077116,STA004
REQ077117,STA002
REQ077118,STA014
REQ077119,STA017
REQ077120,STA008
REQ077121,STA007
REQ077122,STA010
REQ077123,STA002
REQ077124,STA017
REQ077125,STA001
REQ077126,STA004
REQ077127,STA002
REQ077128,STA014
REQ077129,STA012
REQ077130,STA006
REQ077131,STA003
REQ077132,STA019
REQ077133,STA004
REQ077134,STA016
REQ077135,STA019
REQ077136,STA020
REQ077137,STA002
REQ077138,STA010
REQ077139,STA012
REQ077140,STA009
REQ077141,STA014
REQ077142,STA003
REQ077143,STA014
REQ077144,STA011
REQ077145,STA010
REQ077146,STA019
REQ077147,STA019
REQ077148,STA013
REQ077149,STA018
REQ077150,STA005
REQ077151,STA020
REQ077152,STA020
REQ077153,STA014
REQ077154,STA013
REQ077155,STA012
REQ077156,STA004
REQ077157,STA008
REQ077158,STA018
REQ077159,STA015
REQ077160,STA020
REQ077161,STA015
REQ077162,STA002
REQ077163,STA020
REQ077164,STA012
REQ077165,STA008
REQ077166,STA009
REQ077167,STA016
REQ077168,STA001
REQ077169,STA012
REQ077170,STA014
REQ077171,STA002
REQ077172,STA003
REQ077173,STA015
REQ077174,STA001
REQ077175,STA019
REQ077176,STA018
REQ077177,STA011
REQ077178,STA019
REQ077179,STA007
REQ077180,STA005
REQ077181,STA003
REQ077182,STA006
REQ077183,STA012
REQ077184,STA018
REQ077185,STA009
REQ077186,STA014
REQ077187,STA018
REQ077188,STA019
REQ077189,STA003
REQ077190,STA009
REQ077191,STA003
REQ077192,STA020
REQ077193,STA007
REQ077194,STA020
REQ077195,STA012
REQ077196,STA007
REQ077197,STA011
REQ077198,STA013
REQ077199,STA003
REQ077200,STA017
REQ077201,STA018
REQ077202,STA005
REQ077203,STA009
REQ077204,STA005
REQ077205,STA018
REQ077206,STA005
REQ077207,STA017
REQ077208,STA010
REQ077209,STA001
REQ077210,STA003
REQ077211,STA001
REQ077212,STA001
REQ077213,STA018
REQ077214,STA017
REQ077215,STA012
REQ077216,STA002
REQ077217,STA013
REQ077218,STA016
REQ077219,STA018
REQ077220,STA009
REQ077221,STA013
REQ077222,STA008
REQ077223,STA020
REQ077224,STA004
REQ077225,STA015
REQ077226,STA020
REQ077227,STA002
REQ077228,STA005
REQ077229,STA001
REQ077230,STA020
REQ077231,STA009
REQ077232,STA010
REQ077233,STA005
REQ077234,STA012
REQ077235,STA003
REQ077236,STA004
REQ077237,STA005
REQ077238,STA018
REQ077239,STA009
REQ077240,STA017
REQ077241,STA007
REQ077242,STA003
REQ077243,STA014
REQ077244,STA014
REQ077245,STA017
REQ077246,STA007
REQ077247,STA004
REQ077248,STA011
REQ077249,STA007
REQ077250,STA005
REQ077251,STA015
REQ077252,STA015
REQ077253,STA017
REQ077254,STA016
REQ077255,STA004
REQ077256,STA010
REQ077257,STA010
REQ077258,STA018
REQ077259,STA017
REQ077260,STA001
REQ077261,STA014
REQ077262,STA016
REQ077263,STA012
REQ077264,STA001
REQ077265,STA014
REQ077266,STA019
REQ077267,STA009
REQ077268,STA005
REQ077269,STA018
REQ077270,STA015
REQ077271,STA005
REQ077272,STA002
REQ077273,STA010
REQ077274,STA014
REQ077275,STA003
REQ077276,STA011
REQ077277,STA007
REQ077278,STA008
REQ077279,STA009
REQ077280,STA008
REQ077281,STA001
REQ077282,STA004
REQ077283,STA005
REQ077284,STA011
REQ077285,STA007
REQ077286,STA010
REQ077287,STA020
REQ077288,STA013
REQ077289,STA010
REQ077290,STA004
REQ077291,STA015
REQ077292,STA019
REQ077293,STA019
REQ077294,STA012
REQ077295,STA003
REQ077296,STA013
REQ077297,STA013
REQ077298,STA008
REQ077299,STA012
REQ077300,STA013
REQ077301,STA010
REQ077302,STA015
REQ077303,STA019
REQ077304,STA018
REQ077305,STA006
REQ077306,STA008
REQ077307,STA016
REQ077308,STA003
REQ077309,STA001
REQ077310,STA008
REQ077311,STA002
REQ077312,STA011
REQ077313,STA003
REQ077314,STA007
REQ077315,STA018
REQ077316,STA017
REQ077317,STA001
REQ077318,STA005
REQ077319,STA014
REQ077320,STA010
REQ077321,STA013
REQ077322,STA011
REQ077323,STA009
REQ077324,STA018
REQ077325,STA010
REQ077326,STA003
REQ077327,STA012
REQ077328,STA017
REQ077329,STA020
REQ077330,STA011
REQ077331,STA008
REQ077332,STA015
REQ077333,STA010
REQ077334,STA018
REQ077335,STA008
REQ077336,STA010
REQ077337,STA020
REQ077338,STA009
REQ077339,STA004
REQ077340,STA015
REQ077341,STA007
REQ077342,STA007
REQ077343,STA007
REQ077344,STA014
REQ077345,STA002
REQ077346,STA016
REQ077347,STA002
REQ077348,STA018
REQ077349,STA011
REQ077350,STA002
REQ077351,STA009
REQ077352,STA013
REQ077353,STA009
REQ077354,STA016
REQ077355,STA020
REQ077356,STA009
REQ077357,STA006
REQ077358,STA018
REQ077359,STA014
REQ077360,STA019
REQ077361,STA001
REQ077362,STA019
REQ077363,STA001
REQ077364,STA006
REQ077365,STA011
REQ077366,STA016
REQ077367,STA019
REQ077368,STA002
REQ077369,STA014
REQ077370,STA018
REQ077371,STA006
REQ077372,STA019
REQ077373,STA014
REQ077374,STA007
REQ077375,STA008
REQ077376,STA013
REQ077377,STA006
REQ077378,STA011
REQ077379,STA010
REQ077380,STA007
REQ077381,STA019
REQ077382,STA001
REQ077383,STA008
REQ077384,STA019
REQ077385,STA010
REQ077386,STA009
REQ077387,STA010
REQ077388,STA020
REQ077389,STA004
REQ077390,STA002
REQ077391,STA008
REQ077392,STA006
REQ077393,STA007
REQ077394,STA001
REQ077395,STA012
REQ077396,STA009
REQ077397,STA003
REQ077398,STA012
REQ077399,STA014
REQ077400,STA001
REQ077401,STA018
REQ077402,STA014
REQ077403,STA004
REQ077404,STA017
REQ077405,STA019
REQ077406,STA005
REQ077407,STA005
REQ077408,STA005
REQ077409,STA014
REQ077410,STA019
REQ077411,STA010
REQ077412,STA007
REQ077413,STA009
REQ077414,STA009
REQ077415,STA011
REQ077416,STA008
REQ077417,STA012
REQ077418,STA015
REQ077419,STA016
REQ077420,STA008
REQ077421,STA007
REQ077422,STA017
REQ077423,STA010
REQ077424,STA012
REQ077425,STA003
REQ077426,STA018
REQ077427,STA004
REQ077428,STA001
REQ077429,STA019
REQ077430,STA005
REQ077431,STA019
REQ077432,STA006
REQ077433,STA012
REQ077434,STA014
REQ077435,STA002
REQ077436,STA002
REQ077437,STA016
REQ077438,STA012
REQ077439,STA015
REQ077440,STA010
REQ077441,STA006
REQ077442,STA014
REQ077443,STA013
REQ077444,STA006
REQ077445,STA019
REQ077446,STA001
REQ077447,STA013
REQ077448,STA019
REQ077449,STA003
REQ077450,STA003
REQ077451,STA018
REQ077452,STA015
REQ077453,STA011
REQ077454,STA019
REQ077455,STA003
REQ077456,STA012
REQ077457,STA004
REQ077458,STA004
REQ077459,STA001
REQ077460,STA003
REQ077461,STA006
REQ077462,STA008
REQ077463,STA013
REQ077464,STA005
REQ077465,STA001
REQ077466,STA016
REQ077467,STA014
REQ077468,STA006
REQ077469,STA004
REQ077470,STA001
REQ077471,STA018
REQ077472,STA016
REQ077473,STA006
REQ077474,STA017
REQ077475,STA010
REQ077476,STA007
REQ077477,STA010
REQ077478,STA012
REQ077479,STA010
REQ077480,STA015
REQ077481,STA020
REQ077482,STA005
REQ077483,STA011
REQ077484,STA005
REQ077485,STA010
REQ077486,STA004
REQ077487,STA009
REQ077488,STA002
REQ077489,STA001
REQ077490,STA013
REQ077491,STA005
REQ077492,STA004
REQ077493,STA004
REQ077494,STA014
REQ077495,STA012
REQ077496,STA020
REQ077497,STA020
REQ077498,STA004
REQ077499,STA009
REQ077500,STA005
REQ077501,STA001
REQ077502,STA003
REQ077503,STA009
REQ077504,STA001
REQ077505,STA018
REQ077506,STA004
REQ077507,STA012
REQ077508,STA018
REQ077509,STA008
REQ077510,STA010
REQ077511,STA016
REQ077512,STA009
REQ077513,STA012
REQ077514,STA012
REQ077515,STA015
REQ077516,STA007
REQ077517,STA008
REQ077518,STA012
REQ077519,STA014
REQ077520,STA017
REQ077521,STA007
REQ077522,STA004
REQ077523,STA020
REQ077524,STA014
REQ077525,STA005
REQ077526,STA020
REQ077527,STA015
REQ077528,STA004
REQ077529,STA018
REQ077530,STA015
REQ077531,STA007
REQ077532,STA011
REQ077533,STA003
REQ077534,STA009
REQ077535,STA007
REQ077536,STA005
REQ077537,STA007
REQ077538,STA008
REQ077539,STA010
REQ077540,STA008
REQ077541,STA020
REQ077542,STA006
REQ077543,STA015
REQ077544,STA005
REQ077545,STA005
REQ077546,STA014
REQ077547,STA014
REQ077548,STA004
REQ077549,STA006
REQ077550,STA005
REQ077551,STA007
REQ077552,STA020
REQ077553,STA012
REQ077554,STA008
REQ077555,STA012
REQ077556,STA011
REQ077557,STA020
REQ077558,STA001
REQ077559,STA014
REQ077560,STA010
REQ077561,STA016
REQ077562,STA006
REQ077563,STA011
REQ077564,STA016
REQ077565,STA014
REQ077566,STA005
REQ077567,STA008
REQ077568,STA005
REQ077569,STA018
REQ077570,STA005
REQ077571,STA005
REQ077572,STA013
REQ077573,STA019
REQ077574,STA015
REQ077575,STA015
REQ077576,STA003
REQ077577,STA005
REQ077578,STA008
REQ077579,STA007
REQ077580,STA020
REQ077581,STA007
REQ077582,STA019
REQ077583,STA016
REQ077584,STA011
REQ077585,STA013
REQ077586,STA014
REQ077587,STA020
REQ077588,STA014
REQ077589,STA003
REQ077590,STA009
REQ077591,STA009
REQ077592,STA010
REQ077593,STA013
REQ077594,STA009
REQ077595,STA014
REQ077596,STA001
REQ077597,STA007
REQ077598,STA006
REQ077599,STA015
REQ077600,STA013
REQ077601,STA001
REQ077602,STA017
REQ077603,STA010
REQ077604,STA017
REQ077605,STA009
REQ077606,STA019
REQ077607,STA018
REQ077608,STA010
REQ077609,STA002
REQ077610,STA009
REQ077611,STA007
REQ077612,STA003
REQ077613,STA020
REQ077614,STA010
REQ077615,STA020
REQ077616,STA013
REQ077617,STA002
REQ077618,STA004
REQ077619,STA005
REQ077620,STA009
REQ077621,STA019
REQ077622,STA017
REQ077623,STA013
REQ077624,STA007
REQ077625,STA010
REQ077626,STA008
REQ077627,STA013
REQ077628,STA015
REQ077629,STA020
REQ077630,STA016
REQ077631,STA017
REQ077632,STA006
REQ077633,STA018
REQ077634,STA009
REQ077635,STA014
REQ077636,STA012
REQ077637,STA011
REQ077638,STA001
REQ077639,STA014
REQ077640,STA002
REQ077641,STA015
REQ077642,STA016
REQ077643,STA009
REQ077644,STA005
REQ077645,STA005
REQ077646,STA015
REQ077647,STA004
REQ077648,STA006
REQ077649,STA017
REQ077650,STA013
REQ077651,STA015
REQ077652,STA014
REQ077653,STA017
REQ077654,STA010
REQ077655,STA014
REQ077656,STA013
REQ077657,STA009
REQ077658,STA007
REQ077659,STA008
REQ077660,STA020
REQ077661,STA001
REQ077662,STA004
REQ077663,STA011
REQ077664,STA006
REQ077665,STA017
REQ077666,STA009
REQ077667,STA004
REQ077668,STA003
REQ077669,STA009
REQ077670,STA004
REQ077671,STA012
REQ077672,STA007
REQ077673,STA001
REQ077674,STA015
REQ077675,STA002
REQ077676,STA017
REQ077677,STA012
REQ077678,STA007
REQ077679,STA016
REQ077680,STA014
REQ077681,STA012
REQ077682,STA003
REQ077683,STA004
REQ077684,STA019
REQ077685,STA009
REQ077686,STA016
REQ077687,STA016
REQ077688,STA016
REQ077689,STA020
REQ077690,STA016
REQ077691,STA013
REQ077692,STA007
REQ077693,STA008
REQ077694,STA015
REQ077695,STA016
REQ077696,STA020
REQ077697,STA008
REQ077698,STA013
REQ077699,STA009
REQ077700,STA016
REQ077701,STA015
REQ077702,STA018
REQ077703,STA016
REQ077704,STA010
REQ077705,STA007
REQ077706,STA001
REQ077707,STA008
REQ077708,STA008
REQ077709,STA016
REQ077710,STA002
REQ077711,STA007
REQ077712,STA003
REQ077713,STA017
REQ077714,STA011
REQ077715,STA018
REQ077716,STA011
REQ077717,STA007
REQ077718,STA019
REQ077719,STA003
REQ077720,STA016
REQ077721,STA008
REQ077722,STA013
REQ077723,STA001
REQ077724,STA015
REQ077725,STA004
REQ077726,STA008
REQ077727,STA014
REQ077728,STA010
REQ077729,STA007
REQ077730,STA010
REQ077731,STA014
REQ077732,STA003
REQ077733,STA017
REQ077734,STA020
REQ077735,STA013
REQ077736,STA013
REQ077737,STA007
REQ077738,STA018
REQ077739,STA020
REQ077740,STA002
REQ077741,STA019
REQ077742,STA002
REQ077743,STA004
REQ077744,STA010
REQ077745,STA016
REQ077746,STA013
REQ077747,STA011
REQ077748,STA008
REQ077749,STA001
REQ077750,STA001
REQ077751,STA017
REQ077752,STA005
REQ077753,STA010
REQ077754,STA002
REQ077755,STA008
REQ077756,STA004
REQ077757,STA003
REQ077758,STA020
REQ077759,STA009
REQ077760,STA001
REQ077761,STA017
REQ077762,STA002
REQ077763,STA012
REQ077764,STA017
REQ077765,STA004
REQ077766,STA014
REQ077767,STA013
REQ077768,STA003
REQ077769,STA009
REQ077770,STA008
REQ077771,STA018
REQ077772,STA008
REQ077773,STA014
REQ077774,STA006
REQ077775,STA001
REQ077776,STA007
REQ077777,STA018
REQ077778,STA019
REQ077779,STA001
REQ077780,STA008
REQ077781,STA011
REQ077782,STA019
REQ077783,STA009
REQ077784,STA014
REQ077785,STA004
REQ077786,STA020
REQ077787,STA009
REQ077788,STA014
REQ077789,STA010
REQ077790,STA015
REQ077791,STA018
REQ077792,STA019
REQ077793,STA003
REQ077794,STA012
REQ077795,STA006
REQ077796,STA010
REQ077797,STA010
REQ077798,STA003
REQ077799,STA016
REQ077800,STA003
REQ077801,STA001
REQ077802,STA019
REQ077803,STA009
REQ077804,STA006
REQ077805,STA017
REQ077806,STA001
REQ077807,STA004
REQ077808,STA015
REQ077809,STA010
REQ077810,STA019
REQ077811,STA020
REQ077812,STA013
REQ077813,STA005
REQ077814,STA007
REQ077815,STA019
REQ077816,STA009
REQ077817,STA012
REQ077818,STA012
REQ077819,STA005
REQ077820,STA006
REQ077821,STA018
REQ077822,STA003
REQ077823,STA017
REQ077824,STA009
REQ077825,STA016
REQ077826,STA013
REQ077827,STA018
REQ077828,STA018
REQ077829,STA012
REQ077830,STA017
REQ077831,STA018
REQ077832,STA002
REQ077833,STA009
REQ077834,STA013
REQ077835,STA018
REQ077836,STA004
REQ077837,STA020
REQ077838,STA003
REQ077839,STA017
REQ077840,STA007
REQ077841,STA002
REQ077842,STA016
REQ077843,STA001
REQ077844,STA012
REQ077845,STA003
REQ077846,STA007
REQ077847,STA011
REQ077848,STA003
REQ077849,STA005
REQ077850,STA017
REQ077851,STA008
REQ077852,STA019
REQ077853,STA016
REQ077854,STA016
REQ077855,STA014
REQ077856,STA011
REQ077857,STA003
REQ077858,STA017
REQ077859,STA002
REQ077860,STA003
REQ077861,STA018
REQ077862,STA005
REQ077863,STA017
REQ077864,STA008
REQ077865,STA001
REQ077866,STA017
REQ077867,STA003
REQ077868,STA009
REQ077869,STA006
REQ077870,STA008
REQ077871,STA013
REQ077872,STA003
REQ077873,STA001
REQ077874,STA002
REQ077875,STA002
REQ077876,STA019
REQ077877,STA010
REQ077878,STA005
REQ077879,STA020
REQ077880,STA007
REQ077881,STA020
REQ077882,STA019
REQ077883,STA015
REQ077884,STA002
REQ077885,STA008
REQ077886,STA004
REQ077887,STA008
REQ077888,STA011
REQ077889,STA016
REQ077890,STA002
REQ077891,STA019
REQ077892,STA018
REQ077893,STA014
REQ077894,STA006
REQ077895,STA003
REQ077896,STA014
REQ077897,STA006
REQ077898,STA006
REQ077899,STA010
REQ077900,STA011
REQ077901,STA016
REQ077902,STA010
REQ077903,STA017
REQ077904,STA003
REQ077905,STA001
REQ077906,STA018
REQ077907,STA004
REQ077908,STA003
REQ077909,STA005
REQ077910,STA003
REQ077911,STA004
REQ077912,STA020
REQ077913,STA007
REQ077914,STA007
REQ077915,STA015
REQ077916,STA015
REQ077917,STA012
REQ077918,STA010
REQ077919,STA020
REQ077920,STA014
REQ077921,STA013
REQ077922,STA016
REQ077923,STA014
REQ077924,STA004
REQ077925,STA001
REQ077926,STA015
REQ077927,STA011
REQ077928,STA011
REQ077929,STA012
REQ077930,STA019
REQ077931,STA004
REQ077932,STA015
REQ077933,STA001
REQ077934,STA004
REQ077935,STA019
REQ077936,STA007
REQ077937,STA005
REQ077938,STA010
REQ077939,STA007
REQ077940,STA019
REQ077941,STA015
REQ077942,STA013
REQ077943,STA006
REQ077944,STA001
REQ077945,STA006
REQ077946,STA019
REQ077947,STA018
REQ077948,STA004
REQ077949,STA013
REQ077950,STA020
REQ077951,STA013
REQ077952,STA004
REQ077953,STA005
REQ077954,STA018
REQ077955,STA002
REQ077956,STA016
REQ077957,STA004
REQ077958,STA009
REQ077959,STA009
REQ077960,STA007
REQ077961,STA005
REQ077962,STA003
REQ077963,STA017
REQ077964,STA004
REQ077965,STA014
REQ077966,STA018
REQ077967,STA002
REQ077968,STA015
REQ077969,STA016
REQ077970,STA007
REQ077971,STA012
REQ077972,STA001
REQ077973,STA009
REQ077974,STA001
REQ077975,STA010
REQ077976,STA013
REQ077977,STA018
REQ077978,STA016
REQ077979,STA016
REQ077980,STA002
REQ077981,STA020
REQ077982,STA007
REQ077983,STA010
REQ077984,STA012
REQ077985,STA018
REQ077986,STA008
REQ077987,STA003
REQ077988,STA004
REQ077989,STA002
REQ077990,STA020
REQ077991,STA007
REQ077992,STA015
REQ077993,STA014
REQ077994,STA016
REQ077995,STA015
REQ077996,STA003
REQ077997,STA009
REQ077998,STA011
REQ077999,STA017
REQ078000,STA006
REQ078001,STA014
REQ078002,STA001
REQ078003,STA009
REQ078004,STA009
REQ078005,STA020
REQ078006,STA011
REQ078007,STA006
REQ078008,STA009
REQ078009,STA014
REQ078010,STA001
REQ078011,STA006
REQ078012,STA012
REQ078013,STA014
REQ078014,STA017
REQ078015,STA010
REQ078016,STA011
REQ078017,STA004
REQ078018,STA009
REQ078019,STA012
REQ078020,STA003
REQ078021,STA007
REQ078022,STA013
REQ078023,STA005
REQ078024,STA008
REQ078025,STA004
REQ078026,STA003
REQ078027,STA015
REQ078028,STA016
REQ078029,STA002
REQ078030,STA007
REQ078031,STA020
REQ078032,STA006
REQ078033,STA001
REQ078034,STA006
REQ078035,STA012
REQ078036,STA014
REQ078037,STA004
REQ078038,STA007
REQ078039,STA020
REQ078040,STA001
REQ078041,STA013
REQ078042,STA012
REQ078043,STA002
REQ078044,STA019
REQ078045,STA019
REQ078046,STA010
REQ078047,STA002
REQ078048,STA005
REQ078049,STA008
REQ078050,STA010
REQ078051,STA004
REQ078052,STA007
REQ078053,STA003
REQ078054,STA011
REQ078055,STA013
REQ078056,STA007
REQ078057,STA004
REQ078058,STA003
REQ078059,STA018
REQ078060,STA015
REQ078061,STA017
REQ078062,STA014
REQ078063,STA008
REQ078064,STA019
REQ078065,STA019
REQ078066,STA006
REQ078067,STA010
REQ078068,STA003
REQ078069,STA008
REQ078070,STA001
REQ078071,STA006
REQ078072,STA006
REQ078073,STA014
REQ078074,STA017
REQ078075,STA019
REQ078076,STA012
REQ078077,STA009
REQ078078,STA010
REQ078079,STA009
REQ078080,STA014
REQ078081,STA012
REQ078082,STA015
REQ078083,STA006
REQ078084,STA013
REQ078085,STA018
REQ078086,STA003
REQ078087,STA011
REQ078088,STA017
REQ078089,STA019
REQ078090,STA005
REQ078091,STA018
REQ078092,STA006
REQ078093,STA010
REQ078094,STA001
REQ078095,STA014
REQ078096,STA017
REQ078097,STA003
REQ078098,STA019
REQ078099,STA012
REQ078100,STA009
REQ078101,STA002
REQ078102,STA004
REQ078103,STA012
REQ078104,STA018
REQ078105,STA004
REQ078106,STA004
REQ078107,STA002
REQ078108,STA016
REQ078109,STA006
REQ078110,STA015
REQ078111,STA017
REQ078112,STA008
REQ078113,STA006
REQ078114,STA002
REQ078115,STA003
REQ078116,STA008
REQ078117,STA007
REQ078118,STA008
REQ078119,STA016
REQ078120,STA001
REQ078121,STA015
REQ078122,STA005
REQ078123,STA011
REQ078124,STA007
REQ078125,STA009
REQ078126,STA013
REQ078127,STA004
REQ078128,STA008
REQ078129,STA015
REQ078130,STA017
REQ078131,STA005
REQ078132,STA009
REQ078133,STA002
REQ078134,STA005
REQ078135,STA018
REQ078136,STA004
REQ078137,STA006
REQ078138,STA018
REQ078139,STA006
REQ078140,STA011
REQ078141,STA005
REQ078142,STA005
REQ078143,STA007
REQ078144,STA014
REQ078145,STA003
REQ078146,STA011
REQ078147,STA010
REQ078148,STA002
REQ078149,STA005
REQ078150,STA003
REQ078151,STA004
REQ078152,STA004
REQ078153,STA008
REQ078154,STA007
REQ078155,STA020
REQ078156,STA008
REQ078157,STA003
REQ078158,STA009
REQ078159,STA020
REQ078160,STA005
REQ078161,STA007
REQ078162,STA006
REQ078163,STA017
REQ078164,STA018
REQ078165,STA008
REQ078166,STA006
REQ078167,STA007
REQ078168,STA015
REQ078169,STA015
REQ078170,STA007
REQ078171,STA015
REQ078172,STA004
REQ078173,STA017
REQ078174,STA017
REQ078175,STA017
REQ078176,STA011
REQ078177,STA003
REQ078178,STA002
REQ078179,STA007
REQ078180,STA009
REQ078181,STA019
REQ078182,STA002
REQ078183,STA004
REQ078184,STA006
REQ078185,STA002
REQ078186,STA002
REQ078187,STA001
REQ078188,STA002
REQ078189,STA009
REQ078190,STA015
REQ078191,STA008
REQ078192,STA005
REQ078193,STA003
REQ078194,STA009
REQ078195,STA020
REQ078196,STA018
REQ078197,STA004
REQ078198,STA007
REQ078199,STA016
REQ078200,STA004
REQ078201,STA016
REQ078202,STA006
REQ078203,STA020
REQ078204,STA002
REQ078205,STA010
REQ078206,STA001
REQ078207,STA013
REQ078208,STA004
REQ078209,STA002
REQ078210,STA009
REQ078211,STA006
REQ078212,STA009
REQ078213,STA011
REQ078214,STA003
REQ078215,STA010
REQ078216,STA017
REQ078217,STA020
REQ078218,STA010
REQ078219,STA016
REQ078220,STA008
REQ078221,STA018
REQ078222,STA011
REQ078223,STA011
REQ078224,STA015
REQ078225,STA009
REQ078226,STA016
REQ078227,STA013
REQ078228,STA017
REQ078229,STA008
REQ078230,STA006
REQ078231,STA014
REQ078232,STA009
REQ078233,STA002
REQ078234,STA018
REQ078235,STA001
REQ078236,STA009
REQ078237,STA012
REQ078238,STA002
REQ078239,STA016
REQ078240,STA003
REQ078241,STA017
REQ078242,STA015
REQ078243,STA014
REQ078244,STA001
REQ078245,STA016
REQ078246,STA016
REQ078247,STA015
REQ078248,STA008
REQ078249,STA019
REQ078250,STA012
REQ078251,STA019
REQ078252,STA007
REQ078253,STA006
REQ078254,STA003
REQ078255,STA010
REQ078256,STA004
REQ078257,STA003
REQ078258,STA005
REQ078259,STA009
REQ078260,STA008
REQ078261,STA003
REQ078262,STA006
REQ078263,STA020
REQ078264,STA005
REQ078265,STA002
REQ078266,STA018
REQ078267,STA013
REQ078268,STA012
REQ078269,STA016
REQ078270,STA006
REQ078271,STA001
REQ078272,STA011
REQ078273,STA009
REQ078274,STA013
REQ078275,STA017
REQ078276,STA009
REQ078277,STA008
REQ078278,STA010
REQ078279,STA006
REQ078280,STA003
REQ078281,STA010
REQ078282,STA020
REQ078283,STA001
REQ078284,STA020
REQ078285,STA019
REQ078286,STA006
REQ078287,STA004
REQ078288,STA001
REQ078289,STA007
REQ078290,STA010
REQ078291,STA009
REQ078292,STA010
REQ078293,STA007
REQ078294,STA018
REQ078295,STA014
REQ078296,STA009
REQ078297,STA014
REQ078298,STA014
REQ078299,STA002
REQ078300,STA009
REQ078301,STA009
REQ078302,STA018
REQ078303,STA009
REQ078304,STA017
REQ078305,STA020
REQ078306,STA008
REQ078307,STA005
REQ078308,STA013
REQ078309,STA009
REQ078310,STA008
REQ078311,STA009
REQ078312,STA006
REQ078313,STA018
REQ078314,STA001
REQ078315,STA013
REQ078316,STA012
REQ078317,STA010
REQ078318,STA008
REQ078319,STA013
REQ078320,STA004
REQ078321,STA015
REQ078322,STA002
REQ078323,STA011
REQ078324,STA014
REQ078325,STA007
REQ078326,STA002
REQ078327,STA015
REQ078328,STA013
REQ078329,STA019
REQ078330,STA001
REQ078331,STA014
REQ078332,STA005
REQ078333,STA002
REQ078334,STA008
REQ078335,STA010
REQ078336,STA011
REQ078337,STA019
REQ078338,STA008
REQ078339,STA013
REQ078340,STA014
REQ078341,STA020
REQ078342,STA010
REQ078343,STA016
REQ078344,STA003
REQ078345,STA005
REQ078346,STA017
REQ078347,STA008
REQ078348,STA015
REQ078349,STA015
REQ078350,STA005
REQ078351,STA010
REQ078352,STA018
REQ078353,STA016
REQ078354,STA003
REQ078355,STA007
REQ078356,STA019
REQ078357,STA012
REQ078358,STA001
REQ078359,STA012
REQ078360,STA004
REQ078361,STA012
REQ078362,STA007
REQ078363,STA014
REQ078364,STA017
REQ078365,STA005
REQ078366,STA008
REQ078367,STA004
REQ078368,STA019
REQ078369,STA018
REQ078370,STA005
REQ078371,STA020
REQ078372,STA014
REQ078373,STA008
REQ078374,STA003
REQ078375,STA001
REQ078376,STA009
REQ078377,STA014
REQ078378,STA013
REQ078379,STA019
REQ078380,STA019
REQ078381,STA010
REQ078382,STA009
REQ078383,STA003
REQ078384,STA011
REQ078385,STA007
REQ078386,STA010
REQ078387,STA004
REQ078388,STA011
REQ078389,STA011
REQ078390,STA016
REQ078391,STA008
REQ078392,STA001
REQ078393,STA008
REQ078394,STA015
REQ078395,STA006
REQ078396,STA010
REQ078397,STA010
REQ078398,STA002
REQ078399,STA005
REQ078400,STA014
REQ078401,STA005
REQ078402,STA006
REQ078403,STA015
REQ078404,STA013
REQ078405,STA015
REQ078406,STA010
REQ078407,STA014
REQ078408,STA009
REQ078409,STA006
REQ078410,STA019
REQ078411,STA009
REQ078412,STA008
REQ078413,STA005
REQ078414,STA005
REQ078415,STA014
REQ078416,STA019
REQ078417,STA019
REQ078418,STA006
REQ078419,STA001
REQ078420,STA001
REQ078421,STA007
REQ078422,STA009
REQ078423,STA003
REQ078424,STA017
REQ078425,STA013
REQ078426,STA009
REQ078427,STA013
REQ078428,STA020
REQ078429,STA012
REQ078430,STA008
REQ078431,STA017
REQ078432,STA015
REQ078433,STA017
REQ078434,STA019
REQ078435,STA020
REQ078436,STA006
REQ078437,STA006
REQ078438,STA013
REQ078439,STA013
REQ078440,STA005
REQ078441,STA007
REQ078442,STA020
REQ078443,STA010
REQ078444,STA011
REQ078445,STA006
REQ078446,STA004
REQ078447,STA008
REQ078448,STA012
REQ078449,STA004
REQ078450,STA003
REQ078451,STA013
REQ078452,STA004
